CASEID,ngrdchdc,amb_01,ats_120,ats_130,ats_140,ats_145,alndimmg,bpr_19,brthcan,brthmacr,brthprvc,yrarri,cc_20_1,cc_30_1,cc_40_1,cc_50_1,cc_60_1,cca551c,cca651c,ccdyc1c,ccmoc1c,cp_10_1,cp_20_1,csp_110a,csp_110b,cu0_132,famtype,hsdsizec,marstat,sex,dwelc,acompstc,ehg3_01b,prv,region,famincg2,ttlincg2,lanhmult,lanhome,religflg,rto_100,rto_101,slm_01,srh_110,srh_115,sts_410,sts_420,tsa_010
  131,11,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,32, 4,48,4,5,4,1, 1,2,6,6,10,2,1,6,6,96
  132, 1,2,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,96, 1,46,4,4,3,1, 1,1,6,6, 9,4,1,6,6,96
  133, 5,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 4,1,3,96, 1,35,3,2,2,1, 1,1,6,6,97,7,2,6,6,96
  134, 0,6,6,6,6,6, 5,2,2,3,96,12,1, 4,6,1, 9,4,2, 4,96,2,96,6,6,6,2,4, 1,1,4,29, 6,24,2,6,6,2,97,1,1,1, 9,2,1,6,6,96
  135, 0,6,6,6,6,6, 6,2,2,4,96, 4,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,2, 6,2,3,22, 6,35,3,2,2,2, 5,1,6,6, 8,2,2,6,6,96
  136,15,2,6,6,6,6,96,1,1,6, 4,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,2,17, 3,13,1,2,2,1, 1,1,6,6, 8,5,3,6,6,96
  137, 4,6,6,6,6,6, 3,2,2,2,96, 3,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,1,96, 1,59,5,2,2,2, 5,1,6,6,10,4,2,6,6,96
  138, 0,6,6,6,6,6, 5,6,2,1,96,13,6,96,6,6,96,6,6,96,96,6,96,6,6,2,1,2, 2,1,2,25, 4,24,2,4,2,2, 6,1,6,6, 8,1,1,6,6,96
  139,97,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 4,1,3,96, 1,24,2,1,1,1, 2,1,6,6, 0,4,3,6,6,96
  140, 0,2,4,6,6,6,96,1,1,6, 5,96,1, 5,6,1,10,1,3,96, 3,2,96,6,6,2,4,4, 2,1,1,19, 5,11,1,4,3,1, 1,1,6,6, 8,3,2,2,6, 5
  141, 0,2,6,6,6,6,96,1,1,6, 6,96,1, 4,6,1,12,4,5,96, 7,2,96,6,6,6,2,3, 1,1,1,97, 5,35,3,6,1,1, 1,1,1,1, 9,1,1,6,6,96
  142, 2,2,6,6,6,6,96,1,1,6, 4,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,2,25, 7,35,3,6,4,1, 1,1,6,6,10,1,1,6,6,96
  143, 0,6,6,6,6,6,96,1,2,1,96, 6,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,21, 6,35,3,2,2,2, 5,2,6,6, 6,3,4,6,6,96
  144, 3,6,6,6,6,6, 6,6,2,2,96, 2,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,4,96, 1,35,3,2,2,1, 3,1,6,6, 8,2,2,6,6,96
  145, 0,2,6,6,6,6,96,1,1,6, 2,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 4,1,1,22, 6,11,1,2,2,1, 1,1,6,6, 8,1,2,6,6,96
  146, 4,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,5, 1,1,1,28, 6,35,3,4,3,1, 1,1,6,6, 7,3,3,6,6,96
  147, 0,2,6,6,6,6,96,1,1,6, 6,96,1, 4,6,1, 7,2,3,96, 5,2,96,6,6,6,2,3, 1,2,1,22, 4,35,3,5,2,1, 1,1,1,1, 8,2,2,6,6,96
  148, 0,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,2,1,19, 4,10,1,3,3,1, 1,1,6,6, 8,2,2,6,6,96
  149, 0,6,6,6,6,6, 6,2,2,4,96, 8,6,96,6,6,96,6,6,96,96,6,96,6,6,2,1,2, 2,2,1,35, 6,35,3,6,1,1, 3,1,6,6, 6,4,3,6,6,96
  150, 0,1,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 6,2,1,36, 7,59,5,6,4,1, 1,1,6,6, 7,3,3,6,6,96
  151, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,6, 6,2,1,96, 1,35,3,6,1,1, 1,2,6,6, 8,2,3,6,6,96
  152, 0,2,6,6,6,6,96,1,1,6, 6,96,1, 4,6,1, 4,5,4,96, 7,2,96,6,6,6,2,3, 1,1,1,30, 6,35,3,6,4,1, 1,1,1,1, 7,2,3,6,6,96
  153, 0,2,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,2,1,2, 2,2,4,21, 6,47,4,5,3,1, 1,1,6,6, 8,2,1,6,6,96
  154, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,2,16, 2,35,3,1,1,1, 1,1,6,6,10,4,2,6,6,96
  155, 0,1,6,6,6,6,96,1,1,6, 3,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 1,1,1,29, 4,11,1,1,1,1, 1,1,6,6, 9,3,3,6,6,96
  156, 0,1,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,5,3, 6,1,1,18, 2,48,4,6,1,1, 1,2,6,6, 6,3,2,6,6,96
  157, 0,1,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,2,17, 2,59,5,1,1,1, 1,2,6,6, 4,3,4,6,6,96
  158, 0,2,2,2,1,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,1,2,1,3,6, 2,2,1,23, 4,59,5,4,1,1, 1,2,6,6,10,3,1,2,6, 5
  159, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,4,21, 2,24,2,2,2,1, 2,1,6,6,10,3,1,6,6,96
  160, 3,2,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,19, 2,47,4,2,2,1, 1,1,6,6, 9,1,1,6,6,96
  161, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,2,28, 4,24,2,2,2,1, 2,1,6,6, 6,4,3,6,6,96
  162, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,2,3,40, 4,35,3,2,1,1, 1,1,6,6, 5,4,3,6,6,96
  163, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,2,1,25, 7,35,3,6,6,1, 1,1,6,6, 9,2,1,6,6,96
  164, 0,2,6,6,6,6,96,1,1,6, 4,96,6,96,6,6,96,6,6,96,96,6,96,1,1,6,6,1, 5,1,2,21, 6,13,1,4,4,1, 2,1,6,6, 8,2,2,6,6,96
  165, 0,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,26, 6,48,4,3,3,1, 1,1,6,6,10,1,2,6,6,96
  166, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,2,1,2, 2,1,3,29, 7,35,3,6,5,1, 1,2,6,6,10,2,1,6,6,96
  167,10,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,31, 4,13,1,3,1,1, 2,1,6,6,10,3,1,6,6,96
  168, 0,2,6,6,6,6,96,1,1,6, 4,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,17, 2,13,1,6,1,1, 1,1,6,6, 9,2,1,6,6,96
  169, 0,6,6,6,6,6, 4,2,2,4,96, 9,1, 2,2,1, 6,5,2, 2,96,2,96,6,6,6,2,3, 1,2,1,29, 6,24,2,6,2,2, 5,1,1,1, 7,4,3,6,6,96
  170, 3,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,1,96, 1,10,1,2,2,1, 1,1,6,6, 8,3,3,6,6,96
  171, 0,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 6,2,1,96, 1,48,4,6,1,1, 1,1,6,6, 9,1,2,6,6,96
  172, 2,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,19, 3,10,1,6,4,1, 1,1,6,6,10,2,2,6,6,96
  173, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,1,1,17, 2,48,4,1,1,1, 1,1,6,6, 1,5,2,6,6,96
  174,15,2,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,1,4,18, 2,35,3,3,3,1, 1,1,6,6,10,3,3,6,6,96
  175, 9,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,1,2,20, 4,59,5,1,1,1, 1,1,6,6, 7,5,1,6,6,96
  176, 0,6,6,6,6,6, 2,2,2,4,96, 2,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,1,19, 2,12,1,2,2,1, 1,1,6,6,10,1,1,6,6,96
  177, 6,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,1,1,16, 2,35,3,2,2,1, 1,1,6,6, 9,2,1,6,6,96
  178, 1,2,6,6,6,6,96,1,1,6, 3,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,4,96, 1,12,1,2,1,1, 2,1,6,6,10,4,7,6,6,96
  179,11,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,96, 1,35,3,4,2,1, 1,1,6,6,10,3,1,6,6,96
  180,10,2,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,2,2,18, 2,47,4,2,2,1, 1,1,6,6, 9,2,2,6,6,96
  181, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,18, 2,35,3,4,3,1, 1,1,6,6, 7,1,1,6,6,96
  182, 5,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,1,1,18, 2,35,3,3,3,1, 1,1,6,6, 7,3,3,6,6,96
  183, 0,2,6,6,6,6,96,1,1,6, 4,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,2,25, 6,12,1,2,2,1, 1,1,6,6, 5,3,3,6,6,96
  184, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,1,22, 6,35,3,3,3,1, 1,1,6,6, 8,1,1,6,6,96
  185, 0,1,6,6,6,6,96,1,1,6, 7,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,5,3, 6,2,3,18, 2,46,4,2,1,1, 1,2,6,6, 5,3,4,6,6,96
  186, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,1,2,3, 2,2,1,29, 6,24,2,6,4,1, 2,1,1,2, 9,1,1,6,6,96
  187, 5,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,17, 2,35,3,3,3,1, 1,1,6,6, 9,4,2,6,6,96
  188, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,1,21, 4,35,3,1,1,1, 1,2,6,6,10,2,1,6,6,96
  189, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,2,1,20, 4,24,2,6,3,1, 2,1,6,6, 9,1,2,6,6,96
  190, 2,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,22, 4,35,3,4,2,1, 1,1,6,6,10,3,1,6,6,96
  191, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,1,38, 7,24,2,3,3,1, 2,1,6,6, 9,1,1,6,6,96
  192, 0,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,2,22, 4,48,4,2,2,1, 1,2,6,6, 9,3,2,6,6,96
  193, 2,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,1,4,96, 1,35,3,3,3,1, 1,2,6,6, 9,1,3,6,6,96
  194, 0,2,6,6,6,6, 6,6,2,1,96, 5,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,1,18, 2,10,1,2,2,1, 1,1,6,6, 7,3,2,6,6,96
  195, 0,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,5, 1,1,1,32, 7,10,1,6,6,1, 1,1,6,6, 8,1,1,6,6,96
  196, 0,6,6,6,6,6,10,6,2,3,96,12,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,5, 1,1,2,23, 6,24,2,6,2,1, 2,1,6,6, 7,1,3,6,6,96
  197, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,19, 2,35,3,6,4,1, 1,1,6,6, 9,2,1,6,6,96
  198, 1,2,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,20, 6,47,4,6,5,1, 1,1,6,6,10,2,2,6,6,96
  199, 1,2,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,25, 6,59,5,4,3,1, 1,2,6,6, 5,4,4,6,6,96
  200, 0,1,2,3,5,3,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,1,1,6,6,1, 4,1,1,96, 1,59,5,3,3,1, 1,8,6,6,98,5,3,4,5, 4
  201, 2,2,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,96,98,47,4,5,2,1, 1,8,6,6, 8,2,2,6,6,96
  202, 4,6,6,6,6,6, 7,2,2,2,96, 7,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,26, 6,35,3,6,5,1, 1,1,6,6,10,1,1,6,6,96
  203, 0,2,6,6,6,6,96,1,1,6, 2,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,1,40, 6,11,1,4,4,1, 1,1,6,6,10,2,1,6,6,96
  204, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,2,23, 6,24,2,2,2,1, 2,1,6,6, 9,2,2,6,6,96
  205, 0,2,6,6,6,6,96,1,1,6, 2,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,1,96, 1,11,1,2,2,1, 1,1,6,6,10,2,1,6,6,96
  206, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,16, 2,24,2,3,2,1, 2,1,6,6, 7,2,2,6,6,96
  207, 0,2,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,22, 6,59,5,6,6,1, 1,2,6,6, 8,1,1,6,6,96
  208, 0,2,2,3,2,6,96,1,1,6, 4,96,2,96,6,6,96,6,6,96,96,6,96,1,2,6,5,3, 4,2,1,40, 5,13,1,3,3,1, 1,1,6,6, 6,3,3,2,6, 2
  209, 0,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,21, 4,48,4,6,3,1, 1,1,6,6, 8,4,4,6,6,96
  210, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,2,1,22, 6,24,2,2,1,1, 2,1,6,6,10,1,1,6,6,96
  211,10,6,6,6,6,6,96,2,2,2,96, 6,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,4,15, 2,59,5,2,1,1, 1,1,6,6, 9,2,3,6,6,96
  212, 3,2,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,4,27, 7,59,5,6,5,1, 1,1,6,6, 9,3,1,6,6,96
  213, 2,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,2,1,2, 2,2,1,18, 2,35,3,4,1,1, 1,1,6,6, 9,3,3,6,6,96
  214,14,2,6,6,6,6,96,1,1,6, 2,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,7,96, 1,11,1,1,1,1, 1,1,6,6,10,2,1,6,6,96
  215, 0,6,6,6,6,6, 6,6,2,4,96,13,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,2,26, 6,35,3,2,1,2, 8,1,6,6, 7,2,2,6,6,96
  216, 0,1,6,6,6,6,96,1,1,6, 8,96,1, 6,1,2, 7,3,1, 1, 1,2,96,6,6,6,5,2, 6,2,1,22, 4,47,4,1,1,1, 1,1,1,1, 9,2,2,6,6,96
  217, 1,2,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,1,1,2, 2,2,1,38, 4,59,5,4,2,1, 1,1,6,6, 6,3,3,6,6,96
  218, 1,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,40, 3,35,3,6,6,1, 1,1,6,6, 8,2,2,6,6,96
  219, 2,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,23, 3,35,3,4,3,1, 1,1,6,6, 9,2,2,6,6,96
  220,11,7,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,96, 1,24,2,2,1,1, 2,1,6,6,10,2,2,6,6,96
  221, 2,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,96, 1,24,2,3,1,1, 2,1,6,6, 8,2,3,6,6,96
  222, 0,2,1,6,1,6,96,1,1,6, 2,96,1, 1,1,2, 4,1,1, 1, 1,2,96,2,2,6,5,2, 6,2,1,21, 6,11,1,1,1,1, 1,2,6,6, 8,1,1,2,6, 5
  223, 0,2,6,6,6,6,96,1,1,6, 5,96,2,96,6,6,96,6,6,96,96,6,96,6,6,1,2,4, 2,1,1,21, 3,24,2,5,2,1, 2,2,1,1, 9,2,1,6,6,96
  224, 0,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,2,1,21, 4,48,4,1,1,1, 1,2,6,6,10,2,3,6,6,96
  225, 0,6,6,6,6,6,97,2,2,1,96,97,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 4,1,3,96, 1,35,3,1,1,1, 1,1,6,6, 5,5,5,6,6,96
  226, 1,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,4,40, 6,59,5,2,1,1, 1,1,6,6, 8,1,1,6,6,96
  227, 0,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,5, 1,2,1,28, 7,10,1,6,4,1, 1,1,6,6, 9,3,2,6,6,96
  228, 5,6,6,6,6,6, 9,2,2,1,96,10,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,40,97,35,3,6,1,1, 1,1,6,6, 4,5,4,6,6,96
  229, 0,6,6,6,6,6, 4,2,2,2,96, 5,6,96,6,6,96,6,6,96,96,6,96,6,6,2,1,2, 2,1,1,23, 2,35,3,6,4,1, 1,1,6,6,10,2,2,6,6,96
  230, 0,2,1,6,3,4,96,1,1,6, 8,96,1, 4,6,1, 7,5,4,96, 7,2,96,6,6,6,5,4, 6,2,1,29, 6,59,5,3,3,1, 1,2,1,1, 7,3,3,1,6, 1
  231, 4,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,96, 1,24,2,2,1,1, 2,1,6,6,10,1,1,6,6,96
  232, 0,2,6,6,6,6,96,1,1,6, 4,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,1,1,40, 7,59,5,1,1,1, 1,2,6,6, 1,5,2,6,6,96
  233, 2,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,4,31, 6,59,5,6,5,1, 1,1,6,6, 9,2,1,6,6,96
  234, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,3, 6,1,1,96, 1,35,3,1,1,1, 1,2,6,6, 9,4,2,6,6,96
  235, 1,1,6,6,6,6,96,1,1,6, 3,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,3, 6,2,1,20, 3,12,1,1,1,1, 1,1,6,6, 8,3,3,6,6,96
  236, 1,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,2, 5,1,2,25, 3,47,4,6,1,1, 1,1,6,6,10,2,2,6,6,96
  237, 0,1,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,3,40, 4,59,5,1,1,1, 1,2,6,6, 9,1,1,6,6,96
  238, 4,6,6,6,6,6, 5,2,2,2,96, 4,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,20, 2,35,3,3,1,2, 5,1,6,6, 5,3,4,6,6,96
  239, 0,2,6,6,6,6,96,1,1,6, 6,96,1, 1,1,2, 4,5,1, 1, 1,1, 9,6,6,6,2,5, 1,1,1,21, 4,35,3,6,4,1, 1,1,1,1, 7,7,3,6,6,96
  240, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,20, 4,35,3,4,2,1, 1,1,6,6, 8,3,2,6,6,96
  241, 0,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,40, 4,48,4,6,5,1, 1,2,6,6, 8,2,3,6,6,96
  242, 0,2,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,1,1,2, 2,1,1,18, 2,47,4,6,4,1, 1,2,1,1, 8,1,1,6,6,96
  243, 2,2,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,26, 3,48,4,2,2,1, 1,1,6,6,10,3,2,6,6,96
  244, 0,2,6,6,6,6,96,1,1,6, 2,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,3, 1,2,1,25, 6,11,1,3,2,1, 1,1,6,6, 9,1,2,6,6,96
  245, 0,6,6,6,6,6, 2,2,2,2,96, 2,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,1,96, 1,11,1,3,3,1, 1,1,6,6, 5,3,3,6,6,96
  246, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,3,28, 2,24,2,2,1,1, 2,1,6,6, 8,5,1,6,6,96
  247, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,22, 6,35,3,4,2,1, 2,2,6,6, 8,2,2,6,6,96
  248, 0,2,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 6,2,1,18, 2,48,4,6,1,1, 1,2,6,6, 5,3,5,6,6,96
  249, 7,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,2,2,40, 2,13,1,2,2,1, 1,1,6,6, 6,4,4,6,6,96
  250, 0,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,1,24, 6,10,1,3,3,1, 1,1,6,6, 9,2,1,6,6,96
  251, 0,6,6,6,6,6, 5,2,2,1,96, 8,6,96,6,6,96,6,6,96,96,6,96,6,6,6,3,4, 1,1,1,28, 4,35,3,2,1,1, 1,1,2,1,10,2,2,6,6,96
  252, 0,1,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,19, 4,24,2,6,2,1, 2,1,6,6, 9,3,1,6,6,96
  253, 0,6,6,6,6,6, 1,2,2,4,96, 9,6,96,6,6,96,6,6,96,96,6,96,6,6,2,1,2, 2,2,2,28, 7,24,2,5,1,1, 2,1,6,6, 9,1,2,6,6,96
  254, 0,2,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,2,1,19, 2,47,4,2,2,1, 1,1,6,6, 9,1,1,6,6,96
  255, 2,1,6,6,6,6,96,1,1,6, 7,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,5,2, 6,2,1,20, 2,46,4,1,1,1, 1,1,6,6, 5,5,4,6,6,96
  256, 3,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,17, 2,48,4,3,2,1, 1,1,6,6, 8,3,1,6,6,96
  257, 3,2,6,6,6,6,12,2,2,1,96,12,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,16, 2,12,1,4,3,1, 1,1,6,6, 8,3,3,6,6,96
  258, 2,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 4,1,4,96, 1,35,3,1,1,1, 1,1,6,6,98,5,5,6,6,96
  259, 0,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,1,1,20, 4,10,1,6,5,1, 1,1,1,1,10,3,1,6,6,96
  260, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,1,3,4, 2,1,2,17, 2,24,2,4,3,1, 2,1,1,1, 8,2,2,6,6,96
